,principal component 1,principal component 2,principal component 3,principal component 4,principal component 5,Class
0,-2.6555646013923266,-0.49719608693230316,0.1489673326942216,0.13667954638271912,-0.27048789677071783,6
1,-1.9165328409703628,-0.01743673365779478,1.2296627623896033,0.8521329015467175,-1.178406918649738,6
2,-2.6639905474057786,-0.2775376883981083,-0.18020132070186326,0.19871965691311674,-0.43238586504063736,6
3,-3.343154228174468,0.2553194124132067,-0.2042492693163809,-0.2513623914544241,-0.000987626203972308,6
4,-2.675149288333878,-0.08726804776150852,-0.0698928997084175,0.05019919218432672,-0.48748661731933735,6
5,-1.3875611044500984,-0.2376402064289617,1.5501040755882756,0.4584551582875729,-1.5697812291736113,6
6,-2.597441263734687,-0.07143885632783509,0.2528442598683434,0.12311928431590746,-0.4432054592543413,6
7,-2.936493146319649,-0.0032200882122637056,-0.5374033039876032,0.05875407396876948,-0.16452798036323676,6
8,-2.5875836547823106,-0.04146633425257937,0.2697099023522919,0.030180568585726136,-0.6218500225849554,6
9,-2.7076707225203513,0.27545919742186503,0.26223985316012133,0.3643358658227087,-0.40705300285271495,6
10,-2.506840726383504,-0.07976128730092504,0.06360479211293033,-0.04993603309783185,0.2209560815631256,6
11,-2.5493957111968197,0.24019850584522665,-0.18043087272692845,0.6216516241979019,-0.19012268029961407,6
12,-2.8605355726500536,0.18927649335656696,-0.16510432592506208,-0.00808202545939105,-0.43250290350005427,6
13,-2.4620564561617306,0.04781908401116949,0.25334363509405333,0.28978230743384453,-0.4918478431986047,6
14,-2.8954892075045895,0.0938690319929893,-0.04955191838779219,-0.18785856860487735,-0.3224126018682075,6
15,-3.0908992469478367,0.03556884958249948,-0.6332753347001664,-0.2840687035615314,-0.03542886670768131,6
16,-2.952029984547693,-0.07772851320061812,-0.8545043678477993,-0.3073150353193144,0.42821488127087964,6
17,-3.007417683583206,0.13440338949244235,-0.4876131376505007,-0.31814968948835803,0.23790584856621902,6
18,-0.9067024487383731,-0.25905336457996864,2.4831032200573273,0.9709417530105449,-1.3829988112526344,6
19,-2.5980437590305,-0.11041535032285617,1.0342196299884916,0.1113677446792545,-0.6156013846585171,6
20,-1.7871604379736694,-0.6027480735591177,0.48455990346694566,0.1970373407395848,0.9586202504206988,6
21,-2.7663302029016896,0.28078350793038914,0.18875255429352097,-0.06950209221946241,-0.3437267495332456,6
22,-2.3439400113133053,0.10677446257495768,0.39591311483830977,0.178000469914929,-0.8068643445847035,6
23,-2.92510819050153,0.04131756369076518,-0.6148693890593357,-0.20130887470644315,-0.012908996196341525,6
24,-2.267294590883627,-0.0289176524648553,0.4047048799519269,0.36539042213083156,-0.6142873087167743,6
25,-4.0477699845324056,0.5126953149934441,0.008723796379645578,-0.46165501197325676,0.22619621512478394,6
26,-2.5097903293094226,0.20063743994783434,0.21020179997509172,0.11448974503421122,-0.04092789185135309,6
27,-3.0462607490975375,0.4950450607989307,1.7600549694079948,0.3028266621860447,-0.8995607341253556,6
28,-3.13258674797136,0.5104893001462588,1.156966265871683,0.4213883938838209,-0.504033003538496,6
29,-3.0760603775743567,0.21794834433445354,-0.579267864992313,-0.21287917204887652,0.09574723268888202,6
30,-3.184767314532452,0.25214475628650745,-0.4649216879489486,-0.38025842437875196,0.017757032874857956,6
31,-3.224810133904291,0.30461322546377523,-0.5236686311621205,-0.3821174418722992,0.04663177300640258,6
32,-2.3854562146770384,0.4420705107288199,0.4830102967577761,0.5608804056540252,-0.3504385781720362,6
33,-2.4432570779260763,0.14873012117012108,0.4098580375959295,-0.07927004825617566,-0.1170198989503314,6
34,-2.9072444991904702,0.19086326507185494,0.27373193915999294,0.2592424207958936,0.14127761842712033,6
35,-3.863140191445073,0.5284217409734833,0.32324384044368404,-0.3236912667090151,0.3671195990543612,6
36,-2.5952468057426694,0.20751649696851215,0.07731368496637309,0.06838202157189016,-0.4127233547156872,6
37,-1.8444845563708525,-0.1332543724161452,0.7252110859987576,0.8256007708744371,-0.2399575689699652,6
38,-2.8999941528566375,0.43043434929562774,1.8465835186379311,0.3024119283617802,-0.6056731810432605,6
39,-2.7376993812882,-0.1309243928422393,-0.47905476689266463,-0.4404379399586619,0.0013443504330717052,6
40,-2.4140522051245608,0.003993753660354167,0.24412562041342203,-0.14382151549406258,-0.1977103367160292,6
41,-2.3556715008587967,-0.10391804910353215,0.23262097277035632,-0.1571652086947442,-0.6369763434252189,6
42,-2.3811726841916174,-0.1996261621344144,0.13036212984670253,-0.25938794695493045,-0.18531286137130787,6
43,-2.973540794352401,0.0037806679184230465,-0.6049137706113593,-0.46247170923392245,0.1835765746611303,6
44,-2.4550288291732483,0.08650957753185376,0.03670012136426885,0.1082004127410468,-0.31799548400883043,6
45,-2.7844818202271973,0.08522246593907197,-0.5271972414456305,-0.13380347315730495,-0.4499967292190269,6
46,-2.849974833812519,0.32971247380743623,-0.16039263474060445,0.21797893912171043,-0.3427798860042583,6
47,-2.8892501233970207,0.3316383904094376,-0.4578046618244871,-0.010664196635129788,-0.035365564886722836,6
48,-2.637648083631435,0.15358358311925757,-0.22159899258987958,0.07301800734196512,-0.39365222549295037,6
49,-2.466063414796681,0.15980398625084788,0.018237472250843018,0.21451284718540953,-0.5499095656458491,6
50,-1.719345267644943,-0.1483881321224778,0.842992597686559,0.1058559478404939,-0.8856004637163073,6
51,-3.2541961308792025,0.30725472672705006,-0.9907903285013208,-0.28461598454990594,0.19433462827181144,6
52,-2.6344515589286925,0.08711824079576046,-0.017700306955216922,-0.15744166786083458,-0.34199043753203817,6
53,-3.7543235475616585,0.5408359649843533,0.6299187038620981,-0.41588453694225624,0.08691207981442374,6
54,-2.812984735300553,0.22904829562217094,-0.2955966148403964,0.08780412091682556,-0.24314752097871606,6
55,-2.806981206838111,-0.026887524916244025,-0.34430347677692374,-0.5280217233057932,-0.09708737696592494,6
56,-2.74164832030148,0.33117971740870145,-0.38832607141620373,0.1995827665158091,-0.41847836618925505,6
57,-1.8871715649961958,-0.1166890840381922,0.9118731472335073,0.4007666810835258,-0.8984265016309072,6
58,-3.572105263841405,0.6173636646227817,0.5285613721295813,-0.04374907258191361,-0.15525928010626183,6
59,-2.9557674793488884,0.027527532763573868,-0.7252944614022033,-0.40519327983111303,-0.1313008379108832,6
60,-2.121664749445799,0.5879447996509334,0.2889373398039952,1.0465019797995228,-0.1730380360800056,6
61,-2.7749197526420293,-0.019352325043749428,-0.4823088379480802,-0.3598217733935152,-0.16979101836993118,6
62,-2.734028934611177,0.13126863016913462,-0.3993454487471702,-0.08195766913377184,-0.2909613026341369,6
63,-2.8927081317626215,0.5935258002695168,-0.4531058977206514,0.12335676625581384,-0.4800935097544237,6
64,-2.695433392951096,0.33526412033108205,0.10489878406174404,-0.16455540890199866,-0.0776354707375346,6
65,-2.5185208005661623,0.27614103490060465,-0.2014719123460857,0.26184069386446374,-0.3988444279791905,6
66,-2.8298420750532154,0.09148366261055324,-0.5447174232473599,-0.17295373623075277,-0.0458340196651338,6
67,-2.591119047593954,0.34880275622501383,-0.29415096178275374,0.26694458023620504,-0.045493104245806715,6
68,-2.300586883906527,0.538974159071743,0.14954935673342334,0.6434252546446155,-0.6140058027476814,6
69,-2.725179718709508,0.1205496194644197,1.2908654560906823,-0.10374922638737118,0.2277285128036169,6
70,-2.8406626483535673,0.2854203744646211,-0.26850193911828074,-0.10740878635465378,-0.4056807978515854,6
71,-3.625019091142604,0.7538490729805007,0.6837129757744914,0.05385254002519656,-0.16062891084737652,6
72,-2.1008553790285456,0.23802835858677998,0.7939791909731376,0.3082425256487771,-1.0324495403404008,6
73,-2.582723911144545,0.03492704663830198,-0.21597672607459587,-0.15721942103937106,-0.09476738506418206,6
74,-2.0557191190016395,0.16387801642224822,0.8464389281548128,0.3947723358717613,-0.9116177128334858,6
75,-2.4978579503162934,0.43599936275813883,0.6077412841368289,-0.2053123446514048,-0.564460996996783,6
76,-1.0563194551902393,-0.10158488946954553,1.6816566879840216,0.8796279385965454,-1.2546204726026355,6
77,-1.699549952453971,-0.0365368152030968,0.9553300709624035,0.3438654438595272,-0.8693737836901277,6
78,-1.9529578630471667,-0.08089853333460467,0.8727656504703563,0.04352715373541063,-0.713826698646595,6
79,-2.494829930981036,0.2462909498905333,-0.1748667229309309,0.2014829702821745,-0.803572239139957,6
80,-2.988547578697651,0.3302152506030475,-0.7818417572294977,-0.04683739515632958,-0.024581866884964915,6
81,-2.6872604786117074,0.031148989852654768,-0.2306435288636391,-0.31426863872662897,-0.09912385173408221,6
82,-2.4916537604357902,0.3249221182543661,0.18763717481647713,0.09467691739636014,-0.35068922684500475,6
83,-2.892207872858442,0.43095731441994006,-0.9278306823715523,0.1853581504387269,0.17302359890352087,6
84,-2.359578337555374,0.2220788870965615,0.14077048280456447,0.09141013522018988,-0.5910635338727156,6
85,-3.359549476871636,0.342534781072508,-0.539155863499338,-0.1339420169499283,0.023251293818810054,6
86,-3.141871110903692,0.24442664615856044,-0.807256348378981,-0.5310323602506459,0.07119470275776356,6
87,-2.4388007649845247,0.3516193928936484,0.31464061681246097,0.09330996073535895,-0.22510231062924754,6
88,-3.883079655232594,0.6158159048122485,0.18765421894421536,-0.44892958121052867,0.4695886122401661,6
89,-3.274920412439545,0.20895315671645853,-0.9380076973161372,-0.632219428480966,0.1981647784679888,6
90,-3.094885870188689,0.39057654822785765,-0.8907050950409959,-0.18706486238183995,0.04801046781383546,6
91,-2.4397616403767737,0.1274038136651659,0.7995637145561426,-0.019858090117485034,-0.21324280643517446,6
92,-2.9919673181204134,0.4336488441186145,-0.84195085566288,-0.029853556099278825,0.26227293252967193,6
93,-3.2599980077455406,0.4006216958912001,0.3618978225073798,-0.17006304074239129,-0.14204071843818988,6
94,-2.755094466397944,0.5112962645982612,0.4323972512426135,-0.19835934158790874,-0.2827121267302019,6
95,-3.7256852184123246,0.6714295553633436,-0.13880762671164204,-0.1863597912028545,0.10825633462230946,6
96,-2.7663428275366515,0.2383861570891406,-0.04808594470552262,-0.4753636848721306,0.11240697696457039,6
97,-1.4489271012540461,0.0029385540595212264,2.3262834370434415,0.5743515477586375,-1.4660518018912494,6
98,-3.249392441586026,0.7054784696932479,0.9813872410076401,0.16843450092782197,-0.3145947503840756,6
99,-2.2408757923710794,0.3613476228341537,0.21606352410511448,0.5962708565687883,-0.6019437855755624,6
100,-2.3455616511488233,0.41896070149913106,-0.08365004985271163,0.3950012562492214,-0.8056862324347991,6
101,-3.060840920898459,0.40222650235381097,-0.9633805209996861,-0.09171009593559341,0.25574632784059165,6
102,-1.801285804947631,0.2100830450210261,1.17529893074491,0.41818298542774535,-1.0107508104772704,6
103,-3.5373151562499183,0.5010769878250301,0.16300007093669944,-0.21821881088846073,0.08178931440954253,6
104,-2.7142594175126944,0.3229655614487525,-0.1457388637350774,0.025408807838223378,-0.25790985418245266,6
105,-2.577265360979423,0.1455575315968957,0.09211809873727575,-0.3581763028560426,-0.3363786239586258,6
106,-3.072305847867644,0.2799339551426859,-0.5055714837721065,-0.6015687084359291,0.20975115401270844,6
107,-2.903766643086117,0.21936300843775172,-0.5890394639008653,-0.38788856365008606,-0.07125135914315234,6
108,-3.512068042588542,0.5280361929505443,1.1258641946844368,-0.47348194451334824,-0.075799891232033,6
109,-2.679488289952865,0.47142196709099904,-0.08964890819371535,0.06657691919100926,-0.5937540994749998,6
110,-2.812830127261055,0.26340077179603727,-0.6375845619632217,-0.16359175291731798,0.34582140869441397,6
111,-2.876912654122137,0.2000302244541629,-0.6154114857634192,-0.37834198354058896,0.4013692103007969,6
112,-2.3881464279774827,0.13317682642428522,-0.06864305200507628,-0.0021508831296781963,0.05937377853968311,6
113,-3.099828240504741,0.5140058104299697,-0.45458742719451467,-0.15108974518706236,-0.16435039357059797,6
114,-2.9895883711138724,0.41342689772829927,-0.8033238141212782,-0.1042268941956628,-0.23281223066196566,6
115,-2.9764077351671108,0.22719837118365424,-1.0021610308260325,-0.2971048533749293,0.14171359885260523,6
116,-3.236988308878054,0.5194353417150417,-0.7771928494183454,-0.4028018023113711,-0.05449539333679881,6
117,-2.8244279211661967,0.03496902530551446,-0.678628570826793,-0.5617313417158887,0.299833763905129,6
118,-2.481053985845411,0.14839633604075744,0.22254150323527722,-0.12058434498924803,-0.15011228297753473,6
119,-3.3529593181662873,0.6744271295597698,-0.491182046244176,-0.35735369064657074,-0.05687003812687396,6
120,-2.1933776306499926,-0.21329329970321098,0.11461193422950607,-0.5443862237051026,0.1764860233423524,6
121,-2.560607114904839,0.0884683697866355,-0.0027017316707495607,-0.38273007589405433,-0.3935987537330993,6
122,-3.0736437566335817,0.3493109362728044,-0.5739104251960006,-0.4294825540325837,-0.1114591239333351,6
123,-2.773891423953375,0.017614447996738936,-0.21972898785785644,-0.7064784997384894,0.19684662253734136,6
124,-1.6077588469820874,0.39503380702289526,1.7084059629341009,0.49132801699750256,-1.280418666379458,6
125,-2.506900227939084,0.34790103277654216,0.14237214595979353,0.06819808338330581,-0.7776284524113161,6
126,-3.1386893399941855,0.6700517584351463,-0.5496221896297314,-0.10200420747595833,-0.18666789469413803,6
127,-2.2809364927593494,0.1115152184769352,0.2567597924968905,-0.09204614740172731,-0.1579346897155427,6
128,-2.8750545864888926,0.38734751551409125,-0.7165056584749323,-0.14457981620233348,-0.05372888719431149,6
